maintenance_event_id,equipment_id,timestamp,maintenance_type,downtime_hours,restoration
ME_B421BB99419E,EQUIP_7B0DEA4568F6,2023-11-27 17:00:00,preventive,1.03,0.987
ME_BB3A36145126,EQUIP_7C7C90BAC410,2023-04-01 09:00:00,preventive,0.83,0.874
ME_1AF28A86AE66,EQUIP_7C7C90BAC410,2023-05-19 09:00:00,corrective,2.14,0.88
ME_D01315CAF029,EQUIP_7C7C90BAC410,2023-10-15 16:00:00,preventive,0.77,0.981
ME_DEEDA31A1732,EQUIP_7C91BA02F16B,2023-03-25 07:00:00,preventive,1.13,0.977
ME_05F4D28A25FF,EQUIP_7C91BA02F16B,2023-06-05 21:00:00,corrective,4.03,0.795
ME_F040AF36D598,EQUIP_7C91BA02F16B,2023-09-08 01:00:00,corrective,1.71,0.809
ME_602FE613A195,EQUIP_7C91BA02F16B,2023-09-11 17:00:00,preventive,1.76,0.941
ME_D24AAAEC35F5,EQUIP_7D076C7EB4D6,2023-01-23 18:00:00,preventive,0.77,0.959
ME_58C3F8725E4D,EQUIP_7D076C7EB4D6,2023-03-15 12:00:00,preventive,0.84,0.986
ME_4235174CF4ED,EQUIP_7D076C7EB4D6,2023-04-17 17:00:00,emergency,37.86,0.475
ME_6354644FA21E,EQUIP_7D076C7EB4D6,2023-04-23 04:00:00,emergency,8.68,0.629
ME_E8A0F6490F26,EQUIP_7D076C7EB4D6,2023-04-30 11:00:00,preventive,1.16,0.934
ME_3A06656840BF,EQUIP_7D076C7EB4D6,2023-06-06 19:00:00,emergency,7.48,0.679
ME_AEF4655B1636,EQUIP_7D076C7EB4D6,2023-06-16 12:00:00,preventive,1.73,0.969
ME_D8A28B0214EB,EQUIP_7D076C7EB4D6,2023-07-28 09:00:00,preventive,0.82,0.972
ME_C18F461CD630,EQUIP_7D076C7EB4D6,2023-08-01 17:00:00,emergency,7.8,0.631
ME_AEE488AF6430,EQUIP_7D076C7EB4D6,2023-09-02 10:00:00,preventive,1.59,0.926
ME_4866857C964E,EQUIP_7D076C7EB4D6,2023-10-18 09:00:00,preventive,1.15,0.897
ME_BBAFA37BB6BC,EQUIP_7D076C7EB4D6,2023-12-11 20:00:00,emergency,34.71,0.543
ME_D4BF0813C49E,EQUIP_7D076C7EB4D6,2023-12-14 13:00:00,preventive,1.68,0.973
ME_C53AD248D500,EQUIP_7D0FB1E2DA81,2023-01-27 16:00:00,preventive,1.46,0.959
ME_D04FB7C0340D,EQUIP_7D0FB1E2DA81,2023-02-03 06:00:00,corrective,6.3,0.828
ME_4CB534A7AE74,EQUIP_7D0FB1E2DA81,2023-02-14 09:00:00,emergency,8.43,0.479
ME_F47756474954,EQUIP_7D0FB1E2DA81,2023-03-09 15:00:00,preventive,1.19,0.947
ME_DBF195282197,EQUIP_7D0FB1E2DA81,2023-04-10 17:00:00,emergency,5.0,0.594
ME_308A82B9E49A,EQUIP_7D0FB1E2DA81,2023-04-19 15:00:00,preventive,0.63,0.951
ME_D9F53587E608,EQUIP_7D0FB1E2DA81,2023-06-09 12:00:00,preventive,2.02,0.963
ME_EEF77458E757,EQUIP_7D0FB1E2DA81,2023-07-19 11:00:00,preventive,0.85,0.932
ME_0987DF796F6A,EQUIP_7D0FB1E2DA81,2023-09-07 16:00:00,preventive,1.09,0.951
ME_075C3781E6DD,EQUIP_7D0FB1E2DA81,2023-10-21 18:00:00,preventive,1.13,0.955
ME_B089EEE37048,EQUIP_7D0FB1E2DA81,2023-12-07 16:00:00,preventive,1.16,0.971
ME_1800A411CBA3,EQUIP_7D3574840447,2023-03-20 15:00:00,preventive,1.19,0.904
ME_DAFF57E2F25A,EQUIP_7D3574840447,2023-10-12 14:00:00,preventive,0.98,0.961
ME_55083B01701C,EQUIP_7E77EC074C86,2023-01-19 07:00:00,corrective,4.75,0.71
ME_A69C3DE21B40,EQUIP_7E77EC074C86,2023-03-03 10:00:00,preventive,1.08,0.902
ME_D9E06E0FFA3B,EQUIP_7E77EC074C86,2023-07-14 08:00:00,preventive,1.01,0.886
ME_74FC6055940C,EQUIP_7E77EC074C86,2023-11-16 12:00:00,preventive,1.11,0.917
ME_53E722FC85A7,EQUIP_7E77EC074C86,2023-11-20 16:00:00,corrective,4.96,0.719
ME_E9F72CB85EE1,EQUIP_7F583539C3E1,2023-03-21 04:00:00,corrective,4.08,0.85
ME_A5691D1F3268,EQUIP_7F583539C3E1,2023-04-20 18:00:00,preventive,1.26,0.917
ME_8AEB3C690B78,EQUIP_7F583539C3E1,2023-10-13 10:00:00,preventive,1.63,0.982
ME_C4399570C8CC,EQUIP_7F92D886D8AB,2023-01-16 17:00:00,corrective,5.83,0.776
ME_DD08847C1624,EQUIP_7F92D886D8AB,2023-01-29 16:00:00,preventive,0.71,0.925
ME_D617D6FEA81B,EQUIP_7F92D886D8AB,2023-03-16 13:00:00,preventive,1.07,0.972
ME_BC7E07D33DF6,EQUIP_7F92D886D8AB,2023-04-18 16:00:00,preventive,0.81,0.864
ME_85018A8DF652,EQUIP_7F92D886D8AB,2023-05-10 08:00:00,emergency,4.02,0.534
ME_28703059D9BD,EQUIP_7F92D886D8AB,2023-06-16 09:00:00,preventive,0.71,0.926
ME_C0ECEE62A618,EQUIP_7F92D886D8AB,2023-07-25 17:00:00,preventive,0.78,0.974
ME_EF65604C0357,EQUIP_7F92D886D8AB,2023-09-03 13:00:00,corrective,5.91,0.856
ME_4C2E2FF7CF0A,EQUIP_7F92D886D8AB,2023-09-08 08:00:00,preventive,0.42,0.997
ME_570D0C97C7C9,EQUIP_7F92D886D8AB,2023-10-10 07:00:00,emergency,3.04,0.561
ME_DACFE2E13ADF,EQUIP_7F92D886D8AB,2023-10-29 17:00:00,preventive,0.99,0.934
ME_004804698369,EQUIP_7F92D886D8AB,2023-12-15 11:00:00,preventive,1.62,0.978
ME_D22413EEA63A,EQUIP_7FCF245CC2B3,2023-03-03 14:00:00,preventive,1.23,0.902
ME_841E9CE7811D,EQUIP_7FCF245CC2B3,2023-06-25 17:00:00,preventive,0.75,0.982
ME_8FE84CF3F3AD,EQUIP_7FCF245CC2B3,2023-09-30 13:00:00,corrective,6.74,0.845
ME_D861E72117A8,EQUIP_7FCF245CC2B3,2023-10-18 10:00:00,preventive,0.52,0.912
ME_92214BA70021,EQUIP_7FCF245CC2B3,2023-10-23 01:00:00,corrective,1.85,0.811
ME_F99A847ED1C8,EQUIP_80118873255B,2023-02-21 14:00:00,emergency,2.3,0.469
ME_15CDDD01A202,EQUIP_80118873255B,2023-02-24 21:00:00,emergency,9.78,0.406
ME_04FCC59AAF5A,EQUIP_80118873255B,2023-02-27 08:00:00,preventive,1.59,0.964
ME_F54EBA255811,EQUIP_80118873255B,2023-04-18 18:00:00,emergency,13.55,0.483
ME_626ECC6C5448,EQUIP_80118873255B,2023-05-23 11:00:00,preventive,0.94,0.982
ME_3CDAE376AC3F,EQUIP_80118873255B,2023-06-14 15:00:00,emergency,13.97,0.563
ME_2F87CB35186D,EQUIP_80118873255B,2023-06-16 00:00:00,emergency,21.89,0.559
ME_A4B94F25FCCD,EQUIP_80118873255B,2023-08-22 13:00:00,preventive,0.87,0.916
ME_8C4584666DF7,EQUIP_80118873255B,2023-11-26 16:00:00,preventive,0.86,0.949
ME_B6C7D4D3F612,EQUIP_80571285D06E,2023-01-28 18:00:00,preventive,1.45,0.896
ME_A30D8D6119E3,EQUIP_80571285D06E,2023-03-07 15:00:00,preventive,1.21,0.96
ME_7526E03D04C4,EQUIP_80571285D06E,2023-04-21 15:00:00,preventive,1.22,0.961
ME_36E520E1776D,EQUIP_80571285D06E,2023-05-12 19:00:00,emergency,10.47,0.465
ME_56DED79B238D,EQUIP_80571285D06E,2023-06-13 14:00:00,preventive,1.1,0.942
ME_1DD36EB5F8F9,EQUIP_80571285D06E,2023-07-27 11:00:00,preventive,1.33,0.878
ME_21FD54DD83B7,EQUIP_80571285D06E,2023-09-10 16:00:00,preventive,1.0,0.907
ME_6DAAB1A224DF,EQUIP_80571285D06E,2023-10-28 07:00:00,preventive,0.9,0.971
ME_3CF6EA650940,EQUIP_80571285D06E,2023-12-08 10:00:00,preventive,0.96,0.91
ME_D2180A7C541F,EQUIP_8130A8CDCD43,2023-02-17 09:00:00,preventive,1.03,0.927
ME_7B7A6EC54508,EQUIP_8130A8CDCD43,2023-05-12 10:00:00,preventive,1.47,0.919
ME_38860041496D,EQUIP_8130A8CDCD43,2023-05-20 11:00:00,corrective,9.86,0.812
ME_2BEFFD2CB8D4,EQUIP_8130A8CDCD43,2023-08-12 14:00:00,preventive,1.14,0.952
ME_2C9D4E703A49,EQUIP_8130A8CDCD43,2023-11-18 18:00:00,preventive,1.06,0.986
ME_459713DDEDF0,EQUIP_8219FF74442D,2023-02-22 07:00:00,preventive,1.63,0.986
ME_A86B90CDEBD2,EQUIP_8219FF74442D,2023-04-12 05:00:00,corrective,5.59,0.75
ME_BF796276168B,EQUIP_8219FF74442D,2023-05-14 18:00:00,preventive,2.05,0.952
ME_E0513DD97389,EQUIP_8219FF74442D,2023-08-14 08:00:00,preventive,1.06,0.966
ME_35F2F7E2E05E,EQUIP_8219FF74442D,2023-08-21 04:00:00,corrective,4.69,0.731
ME_2B6534086223,EQUIP_8219FF74442D,2023-11-15 10:00:00,preventive,0.97,0.974
ME_4B9CAAF073B7,EQUIP_8219FF74442D,2023-12-31 16:00:00,corrective,2.94,0.815
ME_9776DB40A073,EQUIP_82337C694554,2023-02-05 07:00:00,preventive,1.11,0.857
ME_14E9AA1B5A72,EQUIP_82337C694554,2023-05-06 16:00:00,preventive,1.01,0.96
ME_C69A1C3B7F71,EQUIP_82337C694554,2023-08-08 15:00:00,preventive,0.99,0.892
ME_E758AC5E2628,EQUIP_82337C694554,2023-11-22 15:00:00,preventive,0.85,0.993
ME_8B61C0993357,EQUIP_8271301F38D8,2023-03-09 22:00:00,emergency,5.82,0.393
ME_5A02FFD09D30,EQUIP_8271301F38D8,2023-04-23 14:00:00,preventive,0.84,0.974
ME_B9341A564213,EQUIP_8271301F38D8,2023-05-20 09:00:00,emergency,12.1,0.525
ME_8B44D38DF709,EQUIP_8271301F38D8,2023-05-23 00:00:00,corrective,3.53,0.825
ME_83285975FBDB,EQUIP_8271301F38D8,2023-09-10 10:00:00,preventive,0.92,0.981
ME_87B7E52D7D5D,EQUIP_83ED2A74E96A,2023-04-24 07:00:00,preventive,2.84,0.94
ME_EFBAF74B50D4,EQUIP_83ED2A74E96A,2023-10-05 11:00:00,preventive,1.31,0.99
ME_C32C2C51F270,EQUIP_83ED2A74E96A,2023-12-26 15:00:00,emergency,20.56,0.557
ME_60884FD6D93C,EQUIP_843B2E7C046A,2023-04-21 13:00:00,preventive,0.91,0.958
ME_7C0E20562D5E,EQUIP_843B2E7C046A,2023-07-06 23:00:00,emergency,42.05,0.761
ME_8F7B372C3A74,EQUIP_843B2E7C046A,2023-08-23 05:00:00,emergency,13.18,0.463
ME_27E5716B89A1,EQUIP_843B2E7C046A,2023-10-14 07:00:00,preventive,0.74,0.988
ME_7513F88C9F3D,EQUIP_843B2E7C046A,2023-10-21 21:00:00,emergency,9.12,0.466
ME_B14B70CE21A4,EQUIP_85377D5BC9DD,2023-02-06 16:00:00,preventive,1.36,0.994
ME_9B8A8B8541CE,EQUIP_85377D5BC9DD,2023-04-08 16:00:00,preventive,1.33,0.968
ME_A2F240A87DB3,EQUIP_85377D5BC9DD,2023-05-24 22:00:00,corrective,2.82,0.864
ME_D2C2705236B5,EQUIP_85377D5BC9DD,2023-06-03 13:00:00,preventive,0.73,0.987
ME_6F65A090A913,EQUIP_85377D5BC9DD,2023-08-07 15:00:00,preventive,0.81,0.958
ME_2A37EFA28A4D,EQUIP_85377D5BC9DD,2023-10-08 12:00:00,preventive,0.76,0.957
ME_E3D275B96BE2,EQUIP_85377D5BC9DD,2023-12-02 17:00:00,preventive,1.12,0.925
ME_9A39F5DC3947,EQUIP_854FF2696D3A,2023-02-06 17:00:00,preventive,0.86,0.976
ME_DD312CFFA689,EQUIP_854FF2696D3A,2023-02-28 14:00:00,emergency,11.57,0.485
ME_5707E259F50E,EQUIP_854FF2696D3A,2023-03-21 03:00:00,corrective,3.98,0.879
ME_E7474F03D3BA,EQUIP_854FF2696D3A,2023-03-26 07:00:00,emergency,3.88,0.529
ME_FF81268C0696,EQUIP_854FF2696D3A,2023-04-25 17:00:00,preventive,1.49,0.973
ME_C070A84B1611,EQUIP_854FF2696D3A,2023-07-02 16:00:00,preventive,1.08,0.953
ME_6E2310673ED7,EQUIP_854FF2696D3A,2023-07-24 16:00:00,emergency,48.0,0.523
ME_551C079AC842,EQUIP_854FF2696D3A,2023-09-15 03:00:00,corrective,2.32,0.81
ME_AAB05DA0855C,EQUIP_854FF2696D3A,2023-09-18 16:00:00,preventive,0.75,0.976
ME_06617A66AAAE,EQUIP_854FF2696D3A,2023-11-22 11:00:00,preventive,1.13,0.967
ME_CE76A69DECE4,EQUIP_870DDC78C43B,2023-03-12 11:00:00,preventive,1.1,0.923
ME_B3C00AA62FE0,EQUIP_870DDC78C43B,2023-04-17 21:00:00,corrective,2.47,0.879
ME_D1A178F0B208,EQUIP_870DDC78C43B,2023-08-28 19:00:00,corrective,4.29,0.812
ME_E1DF675DD775,EQUIP_870DDC78C43B,2023-10-10 15:00:00,preventive,1.02,0.909
ME_E73A5F02FC57,EQUIP_87863502CABA,2023-03-19 19:00:00,corrective,8.41,0.818
ME_9877A7123167,EQUIP_87863502CABA,2023-04-01 23:00:00,corrective,1.4,0.811
ME_DAB98C116A4A,EQUIP_87863502CABA,2023-04-08 10:00:00,preventive,1.36,0.937
ME_D8F1D3DF0DC2,EQUIP_87863502CABA,2023-09-24 09:00:00,preventive,1.03,0.987
ME_F10ECA3F1ED0,EQUIP_87BB72BD68ED,2023-01-19 01:00:00,corrective,2.74,0.714
ME_D0128BE9BF9C,EQUIP_87BB72BD68ED,2023-03-26 09:00:00,preventive,1.36,0.958
ME_3D8B3A53E159,EQUIP_87BB72BD68ED,2023-04-09 03:00:00,emergency,8.93,0.443
ME_A292DB8FE964,EQUIP_87BB72BD68ED,2023-06-05 15:00:00,emergency,10.26,0.563
ME_A919D6C87639,EQUIP_87BB72BD68ED,2023-08-19 09:00:00,emergency,8.31,0.496
ME_863EBA33E463,EQUIP_87BB72BD68ED,2023-10-18 10:00:00,preventive,0.82,0.972
ME_4C0C0A7D900F,EQUIP_885D10FAD2D0,2023-01-02 11:00:00,corrective,1.84,0.807
ME_2C25733B907F,EQUIP_885D10FAD2D0,2023-02-16 12:00:00,preventive,1.24,0.913
ME_64C0027B71C5,EQUIP_885D10FAD2D0,2023-04-18 10:00:00,corrective,5.56,0.744
ME_8919FE0C1FFE,EQUIP_885D10FAD2D0,2023-05-10 12:00:00,preventive,0.77,0.971
ME_9A7B72ACC5F2,EQUIP_885D10FAD2D0,2023-08-14 16:00:00,preventive,0.8,0.965
ME_52E231DB9096,EQUIP_885D10FAD2D0,2023-11-10 07:00:00,preventive,0.53,0.935
ME_95319ABAF1BC,EQUIP_8C10C7D49AC4,2023-02-02 16:00:00,preventive,1.33,0.995
ME_D8D645433441,EQUIP_8C10C7D49AC4,2023-04-03 09:00:00,preventive,0.79,0.951
ME_5B94AF46F6D5,EQUIP_8C10C7D49AC4,2023-06-09 18:00:00,preventive,1.05,0.985
ME_22D1152467A4,EQUIP_8C10C7D49AC4,2023-08-02 16:00:00,preventive,1.43,0.964
ME_CAC5A908B7C5,EQUIP_8C10C7D49AC4,2023-09-25 13:00:00,preventive,0.83,0.973
ME_C274D2D64E3B,EQUIP_8C10C7D49AC4,2023-11-30 15:00:00,preventive,1.07,0.928
ME_C5C9EA960F7B,EQUIP_8C4091637DF2,2023-03-29 17:00:00,preventive,0.57,0.886
ME_3421D67432CD,EQUIP_8C4091637DF2,2023-09-18 16:00:00,preventive,0.73,0.961
ME_3F88DE4FE105,EQUIP_8CACF629FF39,2023-04-22 14:00:00,preventive,0.79,0.989
ME_73D564F36291,EQUIP_8CACF629FF39,2023-08-14 13:00:00,emergency,14.72,0.615
ME_09F153AAAFD3,EQUIP_8CACF629FF39,2023-08-26 02:00:00,corrective,2.42,0.858
ME_0B9996CA5586,EQUIP_8CACF629FF39,2023-09-28 12:00:00,preventive,1.69,0.933
ME_34C8E09C21C3,EQUIP_8CBAC62F7539,2023-01-12 23:00:00,corrective,2.81,0.755
ME_B4AF6AD34777,EQUIP_8CBAC62F7539,2023-02-03 10:00:00,preventive,0.94,0.917
ME_5ADBDB0DFFEC,EQUIP_8CBAC62F7539,2023-03-16 15:00:00,corrective,5.28,0.688
ME_627B45D792EA,EQUIP_8CBAC62F7539,2023-03-27 13:00:00,preventive,1.4,0.906
ME_061D084E88F2,EQUIP_8CBAC62F7539,2023-06-09 17:00:00,preventive,0.74,0.961
ME_F561C82F8F68,EQUIP_8CBAC62F7539,2023-07-25 07:00:00,preventive,2.11,0.931
ME_396D776F58E0,EQUIP_8CBAC62F7539,2023-09-30 11:00:00,preventive,0.9,0.987
ME_C1AE25A272CA,EQUIP_8CBAC62F7539,2023-11-27 07:00:00,preventive,0.71,0.892
ME_B24D59CC7E9E,EQUIP_8DDC5F25D6F3,2023-02-23 10:00:00,preventive,1.39,0.93
ME_B02ACA0BA733,EQUIP_8DDC5F25D6F3,2023-03-01 07:00:00,emergency,5.35,0.612
ME_D8AD54502552,EQUIP_8DDC5F25D6F3,2023-04-08 02:00:00,corrective,8.05,0.791
ME_124E3D369874,EQUIP_8DDC5F25D6F3,2023-05-20 15:00:00,preventive,1.44,0.951
ME_93648DA64B1E,EQUIP_8DDC5F25D6F3,2023-08-07 17:00:00,preventive,0.84,0.944
ME_625B08C48EF3,EQUIP_8DDC5F25D6F3,2023-11-20 07:00:00,preventive,0.66,0.948
ME_A6860D99EED1,EQUIP_8E29DE36844B,2023-03-12 07:00:00,preventive,0.83,0.883
ME_795EAEEEDAC3,EQUIP_8E29DE36844B,2023-04-08 06:00:00,corrective,4.06,0.75
ME_00CFC9AFB482,EQUIP_8E29DE36844B,2023-10-11 08:00:00,preventive,0.77,0.97
ME_C842864C5711,EQUIP_8E3E12D0B836,2023-01-29 02:00:00,corrective,1.89,0.785
ME_6B1EFA1B676E,EQUIP_8E3E12D0B836,2023-02-16 07:00:00,preventive,1.97,0.937
ME_BA7740759FA1,EQUIP_8E3E12D0B836,2023-02-28 00:00:00,corrective,2.68,0.801
ME_2D9EB3A83C17,EQUIP_8E3E12D0B836,2023-04-19 13:00:00,corrective,3.78,0.792
ME_14791E92900E,EQUIP_8E3E12D0B836,2023-05-21 15:00:00,preventive,1.06,0.992
ME_CAA6568CEB53,EQUIP_8E3E12D0B836,2023-08-13 17:00:00,preventive,1.36,0.969
ME_E19BD65D4B57,EQUIP_8E3E12D0B836,2023-11-06 11:00:00,corrective,2.26,0.724
ME_DC0772259698,EQUIP_8E3E12D0B836,2023-11-17 08:00:00,preventive,0.86,0.966
ME_DACF8B23B327,EQUIP_8E42E43609B7,2023-01-30 09:00:00,corrective,1.72,0.822
ME_C4C9F959042B,EQUIP_8E42E43609B7,2023-02-09 12:00:00,preventive,1.29,0.862
ME_F4D0E7CDDE4E,EQUIP_8E42E43609B7,2023-05-28 18:00:00,preventive,1.19,0.964
ME_AC1D8EC3B3BD,EQUIP_8E42E43609B7,2023-08-19 07:00:00,preventive,1.13,0.913
ME_02792908C741,EQUIP_8E42E43609B7,2023-11-17 08:00:00,preventive,1.23,0.947
ME_DC3BA5490990,EQUIP_8F3262A49238,2023-04-20 10:00:00,preventive,1.04,0.967
ME_8B6AACAE24D3,EQUIP_8F3262A49238,2023-09-10 06:00:00,corrective,10.88,0.858
ME_196B4BFAA956,EQUIP_8F3262A49238,2023-09-26 16:00:00,preventive,0.95,0.975
ME_3E0E1011C0CF,EQUIP_8F3262A49238,2023-11-06 12:00:00,corrective,9.47,0.845
ME_609A33EC5280,EQUIP_921E5592AAFC,2023-01-14 01:00:00,emergency,7.14,0.484
ME_D11DB0162F4C,EQUIP_921E5592AAFC,2023-01-17 18:00:00,preventive,1.35,0.912
ME_AC594FF17046,EQUIP_921E5592AAFC,2023-03-08 18:00:00,preventive,1.05,0.993
ME_1B80FC75C639,EQUIP_921E5592AAFC,2023-04-12 12:00:00,corrective,1.18,0.858
ME_00B9C4948793,EQUIP_921E5592AAFC,2023-04-24 09:00:00,preventive,1.23,0.979
ME_BE7B7E88AB70,EQUIP_921E5592AAFC,2023-06-09 14:00:00,preventive,0.98,0.946
ME_506D763C4C2F,EQUIP_921E5592AAFC,2023-07-21 10:00:00,preventive,0.63,0.937
ME_EEF088916F43,EQUIP_921E5592AAFC,2023-09-05 14:00:00,preventive,1.51,0.909
ME_A2AD1013E84C,EQUIP_921E5592AAFC,2023-10-23 16:00:00,preventive,1.57,0.937
ME_9D0AF04C4CE0,EQUIP_921E5592AAFC,2023-12-09 11:00:00,preventive,0.81,0.964
ME_13C87A15FEAF,EQUIP_922F675A5213,2023-01-04 13:00:00,corrective,2.91,0.861
ME_437B3B84155B,EQUIP_922F675A5213,2023-02-26 09:00:00,preventive,1.05,0.92
ME_89678E5CEF5F,EQUIP_922F675A5213,2023-03-22 10:00:00,emergency,8.74,0.617
ME_F4168ADFD720,EQUIP_922F675A5213,2023-05-04 21:00:00,emergency,7.26,0.584
ME_782C4E674CDA,EQUIP_922F675A5213,2023-05-06 07:00:00,preventive,0.6,0.906
ME_FACAE1CF9509,EQUIP_922F675A5213,2023-08-07 17:00:00,preventive,0.7,0.944
ME_1EF7F14BD252,EQUIP_922F675A5213,2023-11-05 18:00:00,preventive,0.57,0.964
ME_53D231BE3B60,EQUIP_939ABC5EC593,2023-02-06 07:00:00,preventive,0.89,0.963
ME_976273D11771,EQUIP_939ABC5EC593,2023-04-13 08:00:00,preventive,0.82,0.992
ME_C7F4E554F212,EQUIP_939ABC5EC593,2023-07-05 17:00:00,preventive,0.86,0.989
ME_E93C733DCFD8,EQUIP_939ABC5EC593,2023-07-07 22:00:00,emergency,4.83,0.577
ME_352715473F56,EQUIP_939ABC5EC593,2023-09-23 17:00:00,preventive,1.09,0.92
ME_72729818DDCF,EQUIP_939ABC5EC593,2023-11-15 09:00:00,emergency,7.35,0.645
ME_FE346E636C37,EQUIP_939ABC5EC593,2023-11-18 18:00:00,preventive,1.32,0.954
ME_C43EC9C6B44E,EQUIP_939ABC5EC593,2023-11-18 19:00:00,corrective,3.27,0.68
ME_D608FCC049CE,EQUIP_939ABC5EC593,2023-11-29 16:00:00,emergency,26.38,0.532
ME_4656DE4C4989,EQUIP_93D613E45AD8,2023-02-04 16:00:00,preventive,0.78,0.967
ME_67D17CB7789C,EQUIP_93D613E45AD8,2023-03-27 16:00:00,preventive,1.0,0.909
ME_F294D41268CD,EQUIP_93D613E45AD8,2023-06-08 15:00:00,preventive,0.88,0.965
ME_816CA871A498,EQUIP_93D613E45AD8,2023-08-07 13:00:00,preventive,1.23,0.963
ME_90556E4F1241,EQUIP_93D613E45AD8,2023-09-28 12:00:00,preventive,0.72,0.959
ME_25641C59E14F,EQUIP_93D613E45AD8,2023-11-29 11:00:00,preventive,1.07,0.973
ME_9CBEC978BEAC,EQUIP_93E182F2056F,2023-04-14 14:00:00,preventive,0.92,0.915
ME_82C228DCE78F,EQUIP_93E182F2056F,2023-05-12 04:00:00,corrective,4.52,0.725
ME_6BFE5F06A553,EQUIP_93E182F2056F,2023-07-31 20:00:00,corrective,4.5,0.879
ME_AEE7FC82F7CE,EQUIP_93E182F2056F,2023-09-22 17:00:00,preventive,2.68,0.981
ME_D3599230661A,EQUIP_93E182F2056F,2023-11-16 18:00:00,emergency,20.34,0.64
ME_C563FD5A082F,EQUIP_94B186EED81D,2023-01-18 18:00:00,emergency,48.0,0.648
ME_C9306E4AF52F,EQUIP_94B186EED81D,2023-04-03 15:00:00,preventive,0.62,0.977
ME_23F7D9E26899,EQUIP_94B186EED81D,2023-05-27 00:00:00,corrective,5.87,0.939
ME_C12F899E9D83,EQUIP_94B186EED81D,2023-09-20 12:00:00,preventive,0.55,0.968
ME_0488F88F768C,EQUIP_94FECFC6D366,2023-02-07 10:00:00,preventive,0.86,0.986
ME_924B285350A6,EQUIP_94FECFC6D366,2023-05-23 15:00:00,preventive,0.71,0.832
ME_007F2523A8F6,EQUIP_94FECFC6D366,2023-08-04 16:00:00,preventive,0.98,0.922
ME_85E2E9FFAD92,EQUIP_94FECFC6D366,2023-08-29 00:00:00,emergency,16.9,0.517
ME_8A7CE33F51D2,EQUIP_94FECFC6D366,2023-10-11 15:00:00,corrective,7.13,0.779
ME_61C4DF7E50E5,EQUIP_94FECFC6D366,2023-10-18 08:00:00,corrective,1.38,0.716
ME_FB2FF8D5F8E4,EQUIP_94FECFC6D366,2023-11-17 12:00:00,preventive,0.72,0.914
ME_733C0B6A33EF,EQUIP_96706F095480,2023-02-06 14:00:00,preventive,1.7,0.924
ME_83E37DD2B495,EQUIP_96706F095480,2023-05-11 10:00:00,preventive,0.54,0.965
ME_48B2DD6FBBB2,EQUIP_96706F095480,2023-05-19 19:00:00,emergency,11.71,0.642
ME_4890786CA3BA,EQUIP_96706F095480,2023-08-20 08:00:00,preventive,0.96,0.948
ME_7587372FFBC8,EQUIP_96706F095480,2023-11-14 12:00:00,preventive,0.61,0.983
ME_76DA0F2E8225,EQUIP_96706F095480,2023-12-28 19:00:00,emergency,8.52,0.498
ME_204F905F0921,EQUIP_97F52CA49ECC,2023-03-02 13:00:00,preventive,1.45,0.961
ME_D48CDB73094C,EQUIP_97F52CA49ECC,2023-06-21 17:00:00,preventive,0.84,0.887
ME_A92EF62CD0B3,EQUIP_97F52CA49ECC,2023-09-27 03:00:00,corrective,7.45,0.808
ME_2F687520A2D0,EQUIP_97F52CA49ECC,2023-10-04 09:00:00,corrective,1.45,0.841
ME_A0939EC67758,EQUIP_97F52CA49ECC,2023-11-14 18:00:00,preventive,1.95,0.968
ME_07D578EC2409,EQUIP_97F52CA49ECC,2023-11-26 08:00:00,emergency,15.87,0.573
ME_A091DD7391E8,EQUIP_98313E9833FB,2023-02-04 17:00:00,preventive,1.05,0.995
ME_7174480F41C7,EQUIP_98313E9833FB,2023-05-28 07:00:00,preventive,1.38,0.987
ME_6ECD24F105B3,EQUIP_98313E9833FB,2023-08-08 15:00:00,preventive,1.11,0.992
ME_8F976480E9C6,EQUIP_98313E9833FB,2023-11-17 10:00:00,preventive,1.36,0.962
ME_CA45B23761C9,EQUIP_99082BA06DDE,2023-01-14 15:00:00,corrective,1.98,0.911
ME_BFF386EBEAC7,EQUIP_99082BA06DDE,2023-03-20 11:00:00,preventive,0.75,0.959
ME_6B0A5BF0CF63,EQUIP_99082BA06DDE,2023-10-07 08:00:00,preventive,2.04,0.976
ME_F844DF74EDD6,EQUIP_9B7D236E2123,2023-01-28 18:00:00,preventive,1.07,0.99
ME_6C80EFB788E2,EQUIP_9B7D236E2123,2023-03-12 14:00:00,preventive,0.88,0.922
ME_44CD30B22AE4,EQUIP_9B7D236E2123,2023-03-15 03:00:00,emergency,9.65,0.45
ME_BA84EDC1C15C,EQUIP_9B7D236E2123,2023-04-29 08:00:00,preventive,1.36,0.885
ME_EC7FF62672BB,EQUIP_9B7D236E2123,2023-06-10 08:00:00,preventive,1.37,0.973
ME_68A22BDC9D6F,EQUIP_9B7D236E2123,2023-07-31 18:00:00,preventive,0.67,0.971
ME_C4F8DFBDCD8A,EQUIP_9B7D236E2123,2023-08-16 04:00:00,emergency,14.68,0.595
ME_C93013D65600,EQUIP_9B7D236E2123,2023-09-10 15:00:00,preventive,0.73,0.95
ME_F663ED163357,EQUIP_9B7D236E2123,2023-10-20 16:00:00,preventive,0.69,0.921
ME_70128DE482BA,EQUIP_9B7D236E2123,2023-11-07 20:00:00,emergency,7.89,0.449
